,title,author,genres,description,title_gs,img,sentiment_BERT
361,Wildfire,Alianor True,Nature,"During the summer of 2000, Americans from coast to coast witnessed the worst fire season in recorded history. Daily news reports brought dramatic images of vast swaths of land going up in smoke, from the mountains of Montana and Wyoming, to the scrublands of Texas, to Los Alamos, New Mexico, where a controlled burn gone awry threatened forests, homes, and even our nation's nuclear secrets. As they have for centuries, wildfires captured our attention and our imagination, reminding us of the power of the natural forces that shape our world. In Wildfire: A Reader nature writer and wildland firefighter Alianor True gathers together for the first time some of the finest stories and essays ever written about wildfire in America. From Mark Twain to Norman Maclean to Edward Abbey, writers featured here depict and record wildfires with remarkable depth and clarity. An ecological perspective is well represented through the works of John Muir, Aldo Leopold, and John McPhee. Ed Engle, Louise Wagenknecht, and Gretchen Yost, firefighters from the front lines, give us exciting first-person perspectives, reliving their on-the-ground encounters with forest fires. The works gathered in Wildfire not only explore the sensory and aesthetic aspects of fire, but also highlight how much attitudes have changed over the past 200 years. From Native Americans who used fire as a tool, to early Americans who viewed it as a frightening and destructive force, to Aldo Leopold and other conservationists whose ideas caused us to rethink the value and role of fire, this rich collection is organized around those shifts in thinking. Capturing the fury and the heat of a raging inferno, or the quiet emergence of wildflowers sprouting from ashes, the writings included in Wildfire represent a vital and compelling addition to the nature writing and natural history bookshelf.",WILDFIRE,http://books.google.com/books/content?id=Gq359xZBzlgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
362,A Little Life,Hanya Yanagihara,Fiction,"NEW YORK TIMES BESTSELLER • A stunning “portrait of the enduring grace of friendship” (NPR) about the families we are born into, and those that we make for ourselves. A masterful depiction of love in the twenty-first century. NATIONAL BOOK AWARD FINALIST • MAN BOOKER PRIZE FINALIST • WINNER OF THE KIRKUS PRIZE A Little Life follows four college classmates—broke, adrift, and buoyed only by their friendship and ambition—as they move to New York in search of fame and fortune. While their relationships, which are tinged by addiction, success, and pride, deepen over the decades, the men are held together by their devotion to the brilliant, enigmatic Jude, a man scarred by an unspeakable childhood trauma. A hymn to brotherly bonds and a masterful depiction of love in the twenty-first century, Hanya Yanagihara’s stunning novel is about the families we are born into, and those that we make for ourselves. Look for Hanya Yanagihara’s latest bestselling novel, To Paradise.",A+LITTLE+LIFE,http://books.google.com/books/content?id=sL_ZCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
363,Judgment Prey,John Sandford,Fiction,"Lucas Davenport and Virgil Flowers team up to crack an unsolvable case in this thrilling new novel by #1 New York Times bestselling author John Sandford. Alex Sand was spending the evening at home playing basketball with his two young sons when all three were shot in cold blood. A wealthy federal judge, there’s no short list of people who could have a vendetta against Sands, but the gruesome murders, especially that of his children, turn their St. Paul community on its head. Sand was on the verge of a major donation to a local housing charity, Heart/Twin Cities, and with the money in limbo, eyes suddenly turn to his grieving widow, Margaret Cooper, to see what she might do with the money. Margaret, distraught over the death of her family, struggles to move forward, and can’t imagine how or why anyone would target her husband. With public pressure mounting and both the local police force and FBI hitting dead end after dead end, Lucas Davenport and Virgil Flowers are called in to do what others could not: find answers. With each potential lead flawed, Davenport and Flowers are determined to chase every theory until they figure out who killed the Sands. But when they find themselves being stonewalled by the most unlikely of forces, the two wonder if perhaps each misdirection could lead them closer to the truth.",JUDGMENT+PREY,http://books.google.com/books/content?id=fiGlEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
364,The First,Jason Mott,Fiction,"From the New York Times bestselling author of Hell of a Book. In Jason Mott’s haunting and unforgettable debut novel, The Returned, an impossible miracle is occurring all across the globe. Read how it all begins in this short story, The First. It’s been just over a year since Edmund Blithe died, and just over a month since his fiancée, Emily, stopped wearing her engagement ring. Emily has finally begun to move on… Until Edmund mysteriously and inexplicably returns, sending the world—and Emily—into a tailspin. Edmund is only just the beginning. Around the world, people’s loved ones are returning from beyond, seeking only to reenter the lives they left behind. As the world dives deep into uncertainty, Emily and Edmund are determined to find their way back to one another…even if it means risking everything. Don't miss The Sparrow, where the reappearances continue.",PREQUEL,http://books.google.com/books/content?id=oQSI7iOTLFUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
365,Worthy,Denice Turner,Biography & Autobiography,"Worthy is a memoir of loss and the search for acceptance. Raised in a Mormon household, Denice Turner strives to find her place in the Church, longing to be worthy of her mother’s love. When her mother dies in a suspicious house fire, Turner is forced to face the problems with the stories she inherited. Contemplating the price of worthiness, Turner grapples with the mystery of her mother’s death, seeking to understand her mother’s battle with chronic pain. The story unfolds as Turner confronts a history that includes a Greek grandfather whose up-from-the-bootstraps legacy refuses to die, the ghosts of two suicidal uncles, and a Mormon shrink who claims to see her dead relatives. In the end, this is a memoir not just about loss, but about all of the fragile human bonds that are broken in pursuit of perfection. Wry and extraordinarily candid, Worthy will appeal to readers interested in the dynamics of family heritage, Mormon doctrine, and the subtle corrosive costs of shame.",WORTHY,http://books.google.com/books/content?id=niyVDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
366,Behind the Seams,Betty Hechtman,Fiction,"Molly Pink and her crochet group, the Tarzana Hookers, are thrilled when one of their own gets a shot at the spotlight—but Molly soon learns that life in the entertainment biz can be deadly… The crochet group’s informal leader, actress CeeCee Collins, has a movie out, and she’s scheduled to appear on a famous talk show. Molly and the girls are excited to tag along, but when one of the Hookers is ejected from the audience for her excited behavior, she manages to drag Molly along with her. It’s no fun being stuck in the waiting room, but things really unravel when a producer drinks a cup of coffee with poisoned sweetener. To make matters worse, CeeCee’s niece Nell—a production assistant on the show, is the one who served up the spiked drink. Molly and the Hookers must set aside their crochet projects to clear Nell’s name and find the killer—before someone else becomes the next Hollywood headline…",BEHIND+THE+SEAMS,http://books.google.com/books/content?id=rinj6SrLOgIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
367,Untitled GWAI,Anonymous GWAI,History,Untitled GWAI by Bill O'Reilly is a forthcoming title from St. Martin's Press.,KILLING+THE+WITCHES,http://books.google.com/books/content?id=3juqEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,positive
368,Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,Business & Economics,"From the #1 best-selling author of The Big Short and Flash Boys, the story of FTX’s spectacular collapse and the enigmatic founder at its center. When Michael Lewis first met him, Sam Bankman-Fried was the world’s youngest billionaire and crypto’s Gatsby. CEOs, celebrities, and leaders of small countries all vied for his time and cash after he catapulted, practically overnight, onto the Forbes billionaire list. Who was this rumpled guy in cargo shorts and limp white socks, whose eyes twitched across Zoom meetings as he played video games on the side? In Going Infinite Lewis sets out to answer this question, taking readers into the mind of Bankman-Fried, whose rise and fall offers an education in high-frequency trading, cryptocurrencies, philanthropy, bankruptcy, and the justice system. Both psychological portrait and financial roller-coaster ride, Going Infinite is Michael Lewis at the top of his game, tracing the mind-bending trajectory of a character who never liked the rules and was allowed to live by his own—until it all came undone.",GOING+INFINITE,http://books.google.com/books/content?id=5rW-EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
369,The Armor of Light,Melissa Scott,Paranormal fiction,"A few years before 1593, a coven of witches, secretly led by the Wizard Earl of Bothwell, had raised a storm to sink the ships bringing King James VI's bride and retinue to Scotland. Now, emboldened by their success, the same group is launching wizardly attacks on the King himself!",THE+ARMOR+OF+LIGHT,http://books.google.com/books/content?id=fSqQzA61Bp0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,positive
370,The Hundred Years' War on Palestine,Rashid Khalidi,History,"A landmark history of one hundred years of war waged against the Palestinians from the foremost US historian of the Middle East, told through pivotal events and family history In 1899, Yusuf Diya al-Khalidi, mayor of Jerusalem, alarmed by the Zionist call to create a Jewish national home in Palestine, wrote a letter aimed at Theodore Herzl: the country had an indigenous people who would not easily accept their own displacement. He warned of the perils ahead, ending his note, “in the name of God, let Palestine be left alone.” Thus Rashid Khalidi, al-Khalidi’s great-great-nephew, begins this sweeping history, the first general account of the conflict told from an explicitly Palestinian perspective. Drawing on a wealth of untapped archival materials and the reports of generations of family members—mayors, judges, scholars, diplomats, and journalists—The Hundred Years' War on Palestine upends accepted interpretations of the conflict, which tend, at best, to describe a tragic clash between two peoples with claims to the same territory. Instead, Khalidi traces a hundred years of colonial war on the Palestinians, waged first by the Zionist movement and then Israel, but backed by Britain and the United States, the great powers of the age. He highlights the key episodes in this colonial campaign, from the 1917 Balfour Declaration to the destruction of Palestine in 1948, from Israel’s 1982 invasion of Lebanon to the endless and futile peace process. Original, authoritative, and important, The Hundred Years' War on Palestine is not a chronicle of victimization, nor does it whitewash the mistakes of Palestinian leaders or deny the emergence of national movements on both sides. In reevaluating the forces arrayed against the Palestinians, it offers an illuminating new view of a conflict that continues to this day.",THE+HUNDRED+YEARS'+WAR+ON+PALESTINE,http://books.google.com/books/content?id=xXlwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
371,In the Land of Israel,Amos Oz,History,"A snapshot of Israel and the West Bank in the 1980s, through the voices of its inhabitants, from the National Jewish Book Award–winning author of Judas. Notebook in hand, renowned author and onetime kibbutznik Amos Oz traveled throughout his homeland to talk with people—workers, soldiers, religious zealots, aging pioneers, desperate Arabs, visionaries—asking them questions about Israel’s past, present, and future. Observant or secular, rich or poor, native-born or new immigrant, they shared their points of view, memories, hopes, and fears, and Oz recorded them. What emerges is a distinctive portrait of a changing nation and a complex society, supplemented by Oz’s own observations and reflections, that reflects an insider’s view of a country still forming its own identity. In the Land of Israel is “an exemplary instance of a writer using his craft to come to grips with what is happening politically and to illuminate certain aspects of Israeli society that have generally been concealed by polemical formulas” (The New York Times).",ISRAEL,http://books.google.com/books/content?id=y1yyiug-z74C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
372,American Demon,Daniel Stashower,True Crime,"New York Times bestselling author and Edgar Award-winner Daniel Stashower returns with American Demon, a historical true crime starring legendary lawman Eliot Ness. Boston had its Strangler. California had the Zodiac Killer. And in the depths of the Great Depression, Cleveland had the Mad Butcher of Kingsbury Run. On September 5th, 1934, a young beachcomber made a gruesome discovery on the shores of Cleveland’s Lake Erie: the lower half of a female torso, neatly severed at the waist. The victim, dubbed “The Lady of the Lake,” was only the first of a butcher’s dozen. Over the next four years, twelve more bodies would be scattered across the city. The bodies were dismembered with surgical precision and drained of blood. Some were beheaded while still alive. Terror gripped the city. Amid the growing uproar, Cleveland’s besieged mayor turned to his newly-appointed director of public safety: Eliot Ness. Ness had come to Cleveland fresh from his headline-grabbing exploits in Chicago, where he and his band of “Untouchables” led the frontline assault on Al Capone’s bootlegging empire. Now he would confront a case that would redefine his storied career. Award-winning author Daniel Stashower shines a fresh light on one of the most notorious puzzles in the annals of crime, and uncovers the gripping story of Ness’s hunt for a sadistic killer who was as brilliant as he was cool and composed, a mastermind who was able to hide in plain sight. American Demon reconstructs this ultimate battle of wits between a hero and a madman.",AMERICAN+DEMON,http://books.google.com/books/content?id=ZnpVEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
373,Be Useful,Arnold Schwarzenegger,Biography & Autobiography,"THE #1 NEW YORK TIMES BESTSELLER The seven rules to follow to realize your true purpose in life—distilled by Arnold Schwarzenegger from his own journey of ceaseless reinvention and extraordinary achievement, and available for absolutely anyone. The world’s greatest bodybuilder. The world’s highest-paid movie star. The leader of the world’s sixth-largest economy. That these are the same person sounds like the setup to a joke, but this is no joke. This is Arnold Schwarzenegger. And this did not happen by accident. Arnold’s stratospheric success happened as part of a process. As the result of clear vision, big thinking, hard work, direct communication, resilient problem-solving, open-minded curiosity, and a commitment to giving back. All of it guided by the one lesson Arnold’s father hammered into him above all: be useful. As Arnold conquered every realm he entered, he kept his father’s adage close to his heart. Written with his uniquely earnest, blunt, powerful voice, Be Useful takes readers on an inspirational tour through Arnold’s tool kit for a meaningful life. He shows us how to put those tools to work, in service of whatever fulfilling future we can dream up for ourselves. He brings his insights to vivid life with compelling personal stories, life-changing successes and life-threatening failures alike—some of them famous; some told here for the first time ever. Too many of us struggle to disconnect from our self-pity and connect to our purpose. At an early age, Arnold forged the mental tools to build the ladder out of the poverty and narrow-mindedness of his rural Austrian hometown, tools he used to add rung after rung from there. Now he shares that wisdom with all of us. As he puts it, no one is going to come rescue you—you only have yourself. The good news, it turns out, is that you are all you need.",BE+USEFUL,http://books.google.com/books/content?id=cWG3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
374,Forever Strong,Gabrielle Lyon,Health & Fitness,"INSTANT NEW YORK TIMES BESTSELLER * USA TODAY BESTSELLER * WALL STREET JOURNAL BESTSELLER Learn how to reboot your metabolism, build strength, and extend your life with this accessible new guidebook that demonstrates the importance of muscle for health and longevity from the founder of the Institute for Muscle-Centric Medicine®. After years of watching patients cycle through her practice, Dr. Gabrielle Lyon noticed a pattern. While her patients struggled with a wide range of conditions, they all suffered from the same core problem: they had too little muscle rather than too much fat. When we think about muscle, we tend to think about strength or aesthetics, but in reality, muscle accounts for so much more than that. As the body’s largest endocrine organ, muscle actually determines everything about the trajectory of health and aging. Many of the conditions Dr. Lyon’s patients were experiencing were actually symptoms of underdeveloped or unhealthy muscle. Now, Dr. Lyon offers an easy-to-follow food, fitness, and self-care program anchored in evidence and pioneering research that teaches you how to optimize muscle—no matter your age or health background. Discover how to overcome everything from obesity to autoimmune disorders and avoid diseases like Alzheimer’s, hypertension, and diabetes by following Dr. Lyon’s powerful new approach to becoming forever strong.",FOREVER+STRONG,http://books.google.com/books/content?id=yxOsEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
375,The Way Forward,Robert O'Neill,Self-Help,"NATIONAL BESTSELLER “The Way Forward will help every reader master their own challenges—this is a must-read book!” —Admiral Bill McRaven, U.S. Navy (Retired) and author of the #1 New York Times bestseller Make Your Bed American Sniper meets Make Your Bed in these life lessons from decorated United States service members and New York Times bestselling authors Robert O’Neill and Dakota Meyer—an in-depth, fearless, and ultimately redemptive account of what it takes to survive and thrive on battlefields from Afghanistan and Iraq to our daily lives, and how the perils of war help us hold onto our humanity. Rob O’Neill and Dakota Meyer are two of the most decorated and recognized US service members: O’Neill killed the world’s most wanted man, Osama bin Laden, and Meyer was the first living Marine to receive the Medal of Honor since the Vietnam War. But beyond their actions and courage in combat, O’Neill and Meyer also have much in common in civilian life: they are both sought-after public speakers, advocates for veterans, and share a non-PC sense of humor. Combining the best of military memoirs and straight-talking self-help, The Way Forward alternates between O’Neill’s and Meyer’s perspectives, looking back with humor at even the darkest war stories, and sharing lessons they learned along the way. The Way Forward presents O’Neill and Meyer’s philosophy in combat and life. This isn’t a book about the glory of war and combat, but one about facing your enemies, some who are flesh and blood and some that are not: Your thoughts. Your doubts. Your boredom and your regrets. From Rob’s dogged repetition at the free throw line of his childhood basketball court to Dakota’s pursuit of EMT and firefighter credentials to aid accident victims, these two American heroes turn their experiences into valuable lessons for every reader. Gritty and down-to-earth, O’Neill and Meyer tell their stories with candor and vulnerability to help readers handle stress, tackle their biggest obstacles, and exceed their expectations of themselves, while keeping life’s battles in perspective with a sense of humor.",THE+WAY+FORWARD,http://books.google.com/books/content?id=xq37DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
376,Natasha's Kitchen,Natasha Kravchuk,Cooking,"NEW YORK TIMES BESTSELLER • An inviting collection of more than 100 trusted, budget-friendly recipes for every meal and occasion from the creator of the wildly popular website Natasha’s Kitchen. “With delicious recipes and fun entertaining ideas, you’ll find inspiration and joy on every page.”—Jennifer Segal, author and creator of Once Upon a Chef In 1989, four-year-old Natasha Kravchuk and her family entered the United States as refugees from Ukraine. Her mother was an amazing cook and spoiled her family with delicious meals, so Natasha never learned how to cook until she got married and had her own family to nurture. In 2009, she began blogging about the joy she discovered in creating and sharing recipes. Her audience exploded, connecting with her warmth and willingness to share both her triumphs and failures in the kitchen. In Natasha’s Kitchen, she shares 100+ family-friendly, foolproof recipes anyone can whip up on even the busiest weeknight. From Salmon Piccata and Turkey Meatball Soup to Crispy Bacon Jalapeno Poppers as well as traditional Ukrainian recipes passed down from her mother like classic Borscht and her famous Pierogis, Natasha’s family-friendly recipes are made with easy-to-find ingredients and have been thoroughly tested. And because she loves to have her large extended family and friends over, there are also menus for sharing and easy entertaining—from a taco bar to a chili bar to the ultimate cheese board. With a warm and encouraging voice, accompanied by beautiful, mouthwatering photographs, readers are offered a glimpse into Natasha’s life as she does what she enjoys most: cooking for her loved ones.",NATASHA'S+KITCHEN,http://books.google.com/books/content?id=_AGoEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
377,The Harry Potter Wizarding Almanac,J.k. Rowling,Juvenile Fiction,"The only official companion to the Harry Potter stories - the ultimate compendium of wizarding lists, charts, maps and all things magical! Whisk yourself away to Harry Potter's wizarding world with this Whiz-bang of an illustrated companion. Discover magical places, study wandlore, encounter fantastic beasts and find out about the witches and wizards who lived. From the Sorting Hat to spell-casting, it's all packed inside! This dazzling gift book brings together beloved characters, unforgettable moments and iconic locations from Harry Potter and the Philosopher's Stone all the way through to The Deathly Hallows. It's the ultimate magical miscellany, filled with facts and fun about the wizarding world, beautifully catalogued and brilliantly explored. Joyfully illustrated throughout in full colour by seven stunning artists and tingling with things to spot on every page, this is the ideal introduction to the Harry Potter stories for new readers and the perfect book for families to share. The Harry Potter Wizarding Almanac also features an astonishing level of detail that is sure to surprise and fascinate lifelong fans. From incredible cross-sections to magical maps and ingenious lists, lose yourself exploring Hogwarts and beyond ...",THE+HARRY+POTTER+WIZARDING+ALMANAC,http://books.google.com/books/content?id=owC5zwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,positive
378,Remember Us,Lindsay Blake,Fiction,"When an estranged mother reappears after thirteen years, a dysfunctional family is forced to confront the past in this absorbing novel of love and forgiveness. When twenty-five-year-old Ben Hamilton calls his twin sister, Reese, to tell her their father has cancer, she drops everything and races back to their childhood home in Nebraska. A few days later―and thirteen years since walking out of their lives without a word―their estranged mother, Bernice, arrives on the doorstep. She has three suitcases, Rocky the Chihuahua sitting in her fuchsia purse, and mascara running down her cheeks. Over the following months, the Hamiltons begrudgingly grow reacquainted with each other, confront their past and explore a possible future, with a little help from Guru Carl, J. R. R. Tolkien, and a rusty VW van named Ernie. As Reese cares for her father and grapples with her feelings for the woman formerly known as Mom, she must also make a choice between two talented men, as well as a decision about her next step in her photography career. This hilarious and heartbreaking novel pulls no punches in its exploration of forgiveness, love, loss, and the unexpected beauty of the people who share the same DNA.",REMEMBER+US,http://books.google.com/books/content?id=rFhgDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
379,How to Catch a Witch,Alice Walstead,Juvenile Fiction,"From the New York Times and USA Today bestselling How to Catch series—do YOU have what it takes to snatch a Halloween witch? It's Halloween night and something doesn't seem quite right... When the Catch Club Kids head out to trick-or-treat, there are ghosts, goblins, and ghouls everywhere! Our heroes discover a witch on a broom has opened a magical portal that let out spooky creatures all over the neighborhood. Follow along in this frightfully fun story as they set zany traps for the witch to close the portal and save Halloween before all the candy is gone! How to Catch a Witch is a treat sure to delight young readers and educators alike with STEAM concepts and classic hilarity and chaos. The perfect Halloween gift or basket stuffer that kids ages 3-7 will love! You've been waiting all year long to trick-or-treat with friends. But wait—a witch is on the loose! We'll catch her before night's end! Also in the How to Catch Series: How to Catch a Monster How to Catch a Unicorn How to Catch a Mermaid How to Catch a Dinosaur How to Catch an Elf and more!",HOW+TO+CATCH+A+WITCH,http://books.google.com/books/content?id=Mnx7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
380,The Leaf Thief,Alice Hemming,Juvenile Fiction,"A New York Times Bestseller! Perfect for fans of Fletcher and the Falling Leaves, The Leaf Thief is a funny picture book that teaches kids about autumn, adapting to change, and the seasons. Squirrel loves counting the leaves on his tree—red leaves, gold leaves, orange, and more. But hold on! One of his leaves is missing! On a quest to find the missing leaf, Squirrel teams up with his good friend Bird to discover who the leaf thief could be among their forest friends. With vibrant art and captivating characters, the magic of autumn is captured beautifully on each page as readers tag along Squirrel's forest adventure. Is there truly a leaf thief afoot, or is something else going on in Squirrel's forest? A perfect exploration of change—both seasonal, and the anxiety that change sometimes causes. Bonus material explaining about the changing of the seasons. Poised to be a new fall classic. Pick up The Leaf Thief if you are looking for: A classic read for ages 4 and up Back to school books, ideal for your classroom, homeschool curriculum, and more! Seasonal and educational stories about the changing seasons",THE+LEAF+THIEF,http://books.google.com/books/content?id=OBA1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
381,How to Catch a Monster,Adam Wallace,Juvenile Fiction,"A USA Today Bestseller! From the New York Times and USA Today bestselling How to Catch series comes an all-new monster story, the perfect back to school picture book for kids! Get ready to laugh along in this fun children's monster book as a brave young ninja heads into the closet to meet the monster that's been so scary night after night! But what if our monster isn't scary at all? Maybe our hero is about to make a friend of the strangest sort... Whether you're looking for first day of school books about fears, spooky basket stuffers, festive gifts for children, a great bedtime story, or inspiration to build your very own STEAM traps and activities, parents, educators, and children alike will love sharing this silly read aloud! This inventive picture book about conquering fears and overcoming anxiety reminds us that things aren't always as scary as they seem! There's a monster in my closet with claws, and teeth, and hair, and tonight, I'm going to scare him! He lives just right through there... Also in the How to Catch Series: How to Catch a Witch How to Catch the Easter Bunny How to Catch an Elf How to Catch a Turkey How to Catch a Leprechaun How to Catch a Dinosaur and more!",HOW+TO+CATCH+A+MONSTER,http://books.google.com/books/content?id=B82rEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
382,Curious Tides,Pascale Lacelle,Young Adult Fiction,Teen mage Emory must unravel the truth behind the secret society that may have been involved in her classmates' deaths.,CURIOUS+TIDES,http://books.google.com/books/content?id=GNWwEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
383,Night of the Witches,Linda Raedisch,"Body, Mind & Spirit","""Spring has come to the northern forest. The evening wind blows cold as the breath of the frost giants. Just overhead, there is a sound like the rushing of crows' wings. Can it be a coven of witches has flown over these woods? ""On any other night, you would probably swear that there was no such thing as a witch—at least, not the kind that streaks through the sky on a broomstick with guttering taper and billowing cloak. But this is no ordinary night; it is the thirtieth of April, the eve of May. Tonight is Walpurgis Night."" The roots of Walpurgis Night reach deep into the Pagan past, and modern Europeans celebrate it with as much abandon as their ancestors. Learn about the sacred rites of spring and the ""lost"" holiday has changed from a lusty fertility festival to a children's night of fun and treats. Learn about brooms and how to make one, and meet a collection of old-time witches, from Ash Wives to Wolf Crones. This charming, impeccably researched book features a wealth of folklore and herb lore, plus original and traditional recipes, crafts, and activities.",NIGHT+OF+THE+WITCH,http://books.google.com/books/content?id=q4Zs-qaJw_QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
384,Hidden Potential,Adam Grant,Business & Economics,"#1 New York Times Bestseller “This brilliant book will shatter your assumptions about what it takes to improve and succeed. I wish I could go back in time and gift it to my younger self. It would’ve helped me find a more joyful path to progress.” —Serena Williams, 23-time Grand Slam singles tennis champion The #1 New York Times bestselling author of Think Again illuminates how we can elevate ourselves and others to unexpected heights. We live in a world that’s obsessed with talent. We celebrate gifted students in school, natural athletes in sports, and child prodigies in music. But admiring people who start out with innate advantages leads us to overlook the distance we ourselves can travel. We underestimate the range of skills that we can learn and how good we can become. We can all improve at improving. And when opportunity doesn’t knock, there are ways to build a door. Hidden Potential offers a new framework for raising aspirations and exceeding expectations. Adam Grant weaves together groundbreaking evidence, surprising insights, and vivid storytelling that takes us from the classroom to the boardroom, the playground to the Olympics, and underground to outer space. He shows that progress depends less on how hard you work than how well you learn. Growth is not about the genius you possess—it’s about the character you develop. Grant explores how to build the character skills and motivational structures to realize our own potential, and how to design systems that create opportunities for those who have been underrated and overlooked. Many writers have chronicled the habits of superstars who accomplish great things. This book reveals how anyone can rise to achieve greater things. The true measure of your potential is not the height of the peak you’ve reached, but how far you’ve climbed to get there.",HIDDEN+POTENTIAL,http://books.google.com/books/content?id=u1u_EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
385,"Chainsaw Man, Vol. 12",Tatsuki Fujimoto,Comics & Graphic Novels,"Broke young man + chainsaw demon = Chainsaw Man! Denji was a small-time devil hunter just trying to survive in a harsh world. After being killed on a job, he is revived by his pet devil Pochita and becomes something new and dangerous—Chainsaw Man! Return to the world of Chainsaw Man and meet awkward high school student Asa Mitaka. She may have trouble getting along with her fellow students and the class pet devil chicken, but Asa has something special going for her. And it may lead her right to Chainsaw Man!","CHAINSAW+MAN,+VOL.+12",http://books.google.com/books/content?id=dAafzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,negative
386,The Mysteries,Marisa Silver,Fiction,"From the New York Times bestselling author of Mary Coin, a masterful, intimate story of two young girls, joined in an unlikely friendship, whose lives are shattered in a single, unthinkable moment. Miggy Brenneman is a wild and reckless seven-year-old with a fierce imagination, hellbent on pushing against the limits of childhood. Ellen is polite, cautious, and drawn to her friend's bright flame. While the adults around them adjust to unstable times and fractured relationships, the girls respond with increasingly dangerous play. When tragedy strikes, all the novel's characters grapple with questions of fate and individual responsibility, none more so than Miggy, who must make sense of a swiftly disappearing past and a radically transformed future. Written with searing clarity and surpassing tenderness, The Mysteries limns the painful ambiguities of adulthood and the intense perceptions of an indelibly drawn child to offer a profound exploration of how all of us, at every stage, must reckon with life's abundant and unsolvable mysteries.",THE+MYSTERIES,http://books.google.com/books/content?id=XRIPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,positive
387,Lore Olympus: Volume Five,Rachel Smythe,Comics & Graphic Novels,"Witness what the gods do after dark in the fifth volume of a stylish and contemporary reimagining of one of the best-known stories in Greek mythology, featuring exclusive behind-the-scenes content from creator Rachel Smythe. “You want to know about The Bringer of Death.” It is Persephone’s birthday, and she receives the ultimate gift: Hades confesses his desire for her, leading to their first kiss. But that doesn’t necessarily make things easier for the goddess of spring, who is still in over her head in gossip-driven Olympus. Persephone feels intense guilt over the official breakup between Hades and Minthe, she is struggling to find her footing in her fast-paced job, and—worst of all—the shades of her past are slowly coming to light. After an unexpected encounter with Apollo, Persephone flees into the depths of the Underworld. Concerned for her safety and determined to find her, Hades must team up with Artemis, Eros, and Hera, but they’re working against a ticking clock. Zeus knows about the bloody secret in Persephone’s past, and now the furious king of the gods will stop at nothing to bring her to justice. This edition of Smythe’s original Eisner Award–winning webcomic Lore Olympus features exclusive behind-the-scenes content and brings the Greek pantheon into the modern age in a sharply perceptive and romantic graphic novel. This volume collects episodes 103–126 of the #1 WEBTOON comic Lore Olympus.","LORE+OLYMPUS,+VOL.+5",http://books.google.com/books/content?id=rFutEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,positive
388,"Spy x Family, Vol. 10",Tatsuya Endo,Comics & Graphic Novels,"An action-packed comedy about a fake family that includes a spy, an assassin and a telepath! Master spy Twilight is unparalleled when it comes to going undercover on dangerous missions for the betterment of the world. But when he receives the ultimate assignment—to get married and have a kid—he may finally be in over his head! As a child, [REDACTED] lived an unremarkable life with his parents, playing war games with his friends and quarreling with his father. It never occurred to young [REDACTED] that the life he’d taken for granted might one day end…","SPY+X+FAMILY,+VOL.+10",http://books.google.com/books/content?id=ubSAzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,positive
