,title,summary,sentiment_BERT,sentiment_RNN,title_gs,description,img,author,genres
424,How to Catch a Witch,The Catch Club Kids attempt to snare a witch on Halloween.,positive,neutral,HOW+TO+CATCH+A+WITCH,"From the New York Times and USA Today bestselling How to Catch series—do YOU have what it takes to snatch a Halloween witch? It's Halloween night and something doesn't seem quite right... When the Catch Club Kids head out to trick-or-treat, there are ghosts, goblins, and ghouls everywhere! Our heroes discover a witch on a broom has opened a magical portal that let out spooky creatures all over the neighborhood. Follow along in this frightfully fun story as they set zany traps for the witch to close the portal and save Halloween before all the candy is gone! How to Catch a Witch is a treat sure to delight young readers and educators alike with STEAM concepts and classic hilarity and chaos. The perfect Halloween gift or basket stuffer that kids ages 3-7 will love! You've been waiting all year long to trick-or-treat with friends. But wait—a witch is on the loose! We'll catch her before night's end! Also in the How to Catch Series: How to Catch a Monster How to Catch a Unicorn How to Catch a Mermaid How to Catch a Dinosaur How to Catch an Elf and more!",http://books.google.com/books/content?id=Mnx7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Alice Walstead,Juvenile Fiction
425,The Leaf Thief,Squirrel attempts to figure out who has stolen his leaves.,neutral,neutral,THE+LEAF+THIEF,"A New York Times Bestseller! Perfect for fans of Fletcher and the Falling Leaves, The Leaf Thief is a funny picture book that teaches kids about autumn, adapting to change, and the seasons. Squirrel loves counting the leaves on his tree—red leaves, gold leaves, orange, and more. But hold on! One of his leaves is missing! On a quest to find the missing leaf, Squirrel teams up with his good friend Bird to discover who the leaf thief could be among their forest friends. With vibrant art and captivating characters, the magic of autumn is captured beautifully on each page as readers tag along Squirrel's forest adventure. Is there truly a leaf thief afoot, or is something else going on in Squirrel's forest? A perfect exploration of change—both seasonal, and the anxiety that change sometimes causes. Bonus material explaining about the changing of the seasons. Poised to be a new fall classic. Pick up The Leaf Thief if you are looking for: A classic read for ages 4 and up Back to school books, ideal for your classroom, homeschool curriculum, and more! Seasonal and educational stories about the changing seasons",http://books.google.com/books/content?id=OBA1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Alice Hemming,Juvenile Fiction
426,How to Catch a Monster,A boy attempts to catch the monster in his closet.,positive,neutral,HOW+TO+CATCH+A+MONSTER,"A USA Today Bestseller! From the New York Times and USA Today bestselling How to Catch series comes an all-new monster story, the perfect back to school picture book for kids! Get ready to laugh along in this fun children's monster book as a brave young ninja heads into the closet to meet the monster that's been so scary night after night! But what if our monster isn't scary at all? Maybe our hero is about to make a friend of the strangest sort... Whether you're looking for first day of school books about fears, spooky basket stuffers, festive gifts for children, a great bedtime story, or inspiration to build your very own STEAM traps and activities, parents, educators, and children alike will love sharing this silly read aloud! This inventive picture book about conquering fears and overcoming anxiety reminds us that things aren't always as scary as they seem! There's a monster in my closet with claws, and teeth, and hair, and tonight, I'm going to scare him! He lives just right through there... Also in the How to Catch Series: How to Catch a Witch How to Catch the Easter Bunny How to Catch an Elf How to Catch a Turkey How to Catch a Leprechaun How to Catch a Dinosaur and more!",http://books.google.com/books/content?id=B82rEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Adam Wallace,Juvenile Fiction
427,The Wild Robot,"Roz the robot adapts to her surroundings on a remote, wild island.",positive,negative,THE+WILD+ROBOT,"Alone on a remote island, robot Roz's only hope for survival is to learn from the island's hostile animal inhabitants. Brown's heartwarming middle-grade debut raises thought-provoking questions about the environment, the role technology plays in the world, and what it means to be alive. Illustrations.",http://books.google.com/books/content?id=zPYI0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Peter Brown,Juvenile Fiction
428,Dork Diaries 9,Nikki Maxwell navigates the halls of middle school.,positive,neutral,DORK+DIARIES,"Springtime brings crazy adventures to Nikki and her friends Chloe, Zoey, and Brandon.",http://books.google.com/books/content?id=ebCrCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Rachel Renée Russell,Juvenile Fiction
429,Curious Tides,Emory develops new magical powers after a ritual gone awry leaves some of her friends drowned in a forbidden cave.,positive,neutral,CURIOUS+TIDES,Teen mage Emory must unravel the truth behind the secret society that may have been involved in her classmates' deaths.,http://books.google.com/books/content?id=GNWwEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Pascale Lacelle,Young Adult Fiction
430,A Study in Drowning,Dark forces try to thwart Preston and Effy's efforts to unravel the mysteries of author Emrys Myrddin's Hiraeth Manor.,positive,neutral,A+STUDY+IN+DROWNING,"“Achingly atmospheric and beautifully sharp, A Study in Drowning will draw you in from the first page.” —Rory Power, New York Times bestselling author of Wilder Girls Bestselling author Ava Reid makes her YA debut in this dark academic fantasy perfect for fans of Melissa Albert and Elana K. Arnold. Effy Sayre has always believed in fairy tales. Haunted by visions of the Fairy King since childhood, she’s had no choice. Her tattered copy of Angharad—Emrys Myrddin’s epic about a mortal girl who falls in love with the Fairy King, then destroys him—is the only thing keeping her afloat. So when Myrddin’s family announces a contest to redesign the late author’s estate, Effy feels certain it’s her destiny. But musty, decrepit Hiraeth Manor is an impossible task, and its residents are far from welcoming. Including Preston Héloury, a stodgy young literature scholar determined to expose Myrddin as a fraud. As the two rivals piece together clues about Myrddin’s legacy, dark forces, both mortal and magical, conspire against them—and the truth may bring them both to ruin. Part historical fantasy, part rivals-to-lovers romance, part Gothic mystery, and all haunting, dreamlike atmosphere, Ava Reid's powerful YA debut will lure in readers who loved The Atlas Six, House of Salt and Sorrows, or Girl, Serpent, Thorn.",http://books.google.com/books/content?id=Kz-jEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Ava Reid,Young Adult Fiction
431,Night of the Witches,"Otto, working undercover among witch hunters, and Fritzi, a witch, must work together to vanquish a common enemy.",positive,neutral,NIGHT+OF+THE+WITCH,"""Spring has come to the northern forest. The evening wind blows cold as the breath of the frost giants. Just overhead, there is a sound like the rushing of crows' wings. Can it be a coven of witches has flown over these woods? ""On any other night, you would probably swear that there was no such thing as a witch—at least, not the kind that streaks through the sky on a broomstick with guttering taper and billowing cloak. But this is no ordinary night; it is the thirtieth of April, the eve of May. Tonight is Walpurgis Night."" The roots of Walpurgis Night reach deep into the Pagan past, and modern Europeans celebrate it with as much abandon as their ancestors. Learn about the sacred rites of spring and the ""lost"" holiday has changed from a lusty fertility festival to a children's night of fun and treats. Learn about brooms and how to make one, and meet a collection of old-time witches, from Ash Wives to Wolf Crones. This charming, impeccably researched book features a wealth of folklore and herb lore, plus original and traditional recipes, crafts, and activities.",http://books.google.com/books/content?id=q4Zs-qaJw_QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Linda Raedisch,"Body, Mind & Spirit"
432,The Secret,"The 28th book in the Jack Reacher series. It’s 1992 and Reacher looks into the cause of a string of mysterious deaths. Read by Scott Brick. 9 hours, 14 minutes unabridged.",positive,neutral,THE+SECRET,"The tenth-anniversary edition of the book that changed lives in profound ways, now with a new foreword and afterword. In 2006, a groundbreaking feature-length film revealed the great mystery of the universe—The Secret—and, later that year, Rhonda Byrne followed with a book that became a worldwide bestseller. Fragments of a Great Secret have been found in the oral traditions, in literature, in religions and philosophies throughout the centuries. For the first time, all the pieces of The Secret come together in an incredible revelation that will be life-transforming for all who experience it. In this book, you’ll learn how to use The Secret in every aspect of your life—money, health, relationships, happiness, and in every interaction you have in the world. You’ll begin to understand the hidden, untapped power that’s within you, and this revelation can bring joy to every aspect of your life. The Secret contains wisdom from modern-day teachers—men and women who have used it to achieve health, wealth, and happiness. By applying the knowledge of The Secret, they bring to light compelling stories of eradicating disease, acquiring massive wealth, overcoming obstacles, and achieving what many would regard as impossible.",http://books.google.com/books/content?id=z9Q99X-OOtAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Rhonda Byrne,"Body, Mind & Spirit"
433,Making It So,"The Olivier Award-winning actor recounts his classical theater training and onscreen portrayals of the iconic roles of Jean-Luc Picard and Professor Charles Xavier. Read by the author. 18 hours, 50 minutes unabridged.",positive,neutral,MAKING+IT+SO,"The long-awaited memoir from iconic, beloved actor and living legend Sir Patrick Stewart! From his acclaimed stage triumphs to his legendary onscreen work in the Star Trek and X-Men franchises, Sir Patrick Stewart has captivated audiences around the world and across multiple generations with his indelible command of stage and screen. Now, he presents his long-awaited memoir, MAKING IT SO, a revealing portrait of an artist whose astonishing life—from his humble beginnings in Yorkshire, England to the heights of Hollywood and worldwide acclaim—proves a story as exuberant, definitive, and enduring as the author himself.",http://books.google.com/books/content?id=Vj-sEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Patrick Stewart,Biography & Autobiography
434,The Book of Mysteries,"A battered knight, who was sent on a mission with others by the king to uncover the source of calamities besetting the kingdom, is the only one who returns.",positive,neutral,THE+MYSTERIES,"New York Times Best Seller! 1500 5-Star Reviews! From the author that brought you NEW YORK TIMES best selling books The Harbinger, The Mystery of the Shemitah, and The Paradigm selling over 3 MILLION copies Imagine if you discovered a treasure chest in which were hidden ancient mysteries, revelations from heaven, secrets of the ages, the answers to man’s most enduring, age-old questions, and the hidden keys that can transform your life to joy, success, and blessing…This is The Book of Mysteries.",http://books.google.com/books/content?id=HfbBDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Jonathan Cahn,Fiction
435,Stacey's Mistake,The 14th book in the Baby-Sitters Club series. Members of the club have different reactions to visiting New York City.,positive,neutral,STACEY'S+MISTAKE,"Stacey invites her friends from the Baby-Sitters Club to New York City for a long weekend, but it proves to be a big mistake. Baby Sitters Club #18.",http://books.google.com/books/content?id=3fHCjeuVwcMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Ann M. Martin,Babysitters
436,Lore Olympus: Volume Five,"While Zeus wants to bring Persephone to justice because of her bloody secret, Hades searches for her in the depths of the Underworld.",positive,neutral,"LORE+OLYMPUS,+VOL.+5","Witness what the gods do after dark in the fifth volume of a stylish and contemporary reimagining of one of the best-known stories in Greek mythology, featuring exclusive behind-the-scenes content from creator Rachel Smythe. “You want to know about The Bringer of Death.” It is Persephone’s birthday, and she receives the ultimate gift: Hades confesses his desire for her, leading to their first kiss. But that doesn’t necessarily make things easier for the goddess of spring, who is still in over her head in gossip-driven Olympus. Persephone feels intense guilt over the official breakup between Hades and Minthe, she is struggling to find her footing in her fast-paced job, and—worst of all—the shades of her past are slowly coming to light. After an unexpected encounter with Apollo, Persephone flees into the depths of the Underworld. Concerned for her safety and determined to find her, Hades must team up with Artemis, Eros, and Hera, but they’re working against a ticking clock. Zeus knows about the bloody secret in Persephone’s past, and now the furious king of the gods will stop at nothing to bring her to justice. This edition of Smythe’s original Eisner Award–winning webcomic Lore Olympus features exclusive behind-the-scenes content and brings the Greek pantheon into the modern age in a sharply perceptive and romantic graphic novel. This volume collects episodes 103–126 of the #1 WEBTOON comic Lore Olympus.",http://books.google.com/books/content?id=rFutEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Rachel Smythe,Comics & Graphic Novels
437,"Spy x Family, Vol. 10",A child who lives a somewhat unremarkable life might face great danger.,neutral,neutral,"SPY+X+FAMILY,+VOL.+10","An action-packed comedy about a fake family that includes a spy, an assassin and a telepath! Master spy Twilight is unparalleled when it comes to going undercover on dangerous missions for the betterment of the world. But when he receives the ultimate assignment—to get married and have a kid—he may finally be in over his head! As a child, [REDACTED] lived an unremarkable life with his parents, playing war games with his friends and quarreling with his father. It never occurred to young [REDACTED] that the life he’d taken for granted might one day end…",http://books.google.com/books/content?id=ubSAzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Tatsuya Endo,Comics & Graphic Novels
438,"Kaiju No. 8, Vol. 1","While Reno seems to be further along in his training, conditions make it so Iharu is the one who must go into action.",neutral,neutral,"KAIJU+NO.+8,+VOL.+8","Kafka hopes to one day keep his pact with his childhood friend Mina to join the Japan Defense Force and fight by her side. But while she’s out neutralizing kaiju as Third Division captain, Kafka is stuck cleaning up the aftermath of her battles. When a sudden rule change makes Kafka eligible for the Defense Force, he decides to try out for the squad once more. There’s just one problem—he’s made the Defense Force’s neutralization list under the code name Kaiju No. 8. -- VIZ Media",http://books.google.com/books/content?id=jnI2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Naoya Matsumoto,Comics & Graphic Novels
439,A Flicker in the Dark,"When teenage girls go missing, a psychologist in Baton Rouge grapples with echoes from her past.",positive,neutral,A+FLICKER+IN+THE+DARK,"A New York Times Bestseller “A smart, edge-of-your-seat story with plot twists you’ll never see coming. Stacy Willingham’s debut will keep you turning pages long past your bedtime.” —Karin Slaughter When Chloe Davis was twelve, six teenage girls went missing in her small Louisiana town. By the end of the summer, her own father had confessed to the crimes and was put away for life, leaving Chloe and the rest of her family to grapple with the truth and try to move forward while dealing with the aftermath. Now twenty years later, Chloe is a psychologist in Baton Rouge and getting ready for her wedding. While she finally has a fragile grasp on the happiness she’s worked so hard to achieve, she sometimes feels as out of control of her own life as the troubled teens who are her patients. So when a local teenage girl goes missing, and then another, that terrifying summer comes crashing back. Is she paranoid, seeing parallels from her past that aren't actually there, or for the second time in her life, is Chloe about to unmask a killer? From debut author Stacy Willingham comes a masterfully done, lyrical thriller, certain to be the launch of an amazing career. A Flicker in the Dark is eerily compelling to the very last page.",http://books.google.com/books/content?id=ZhsqEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Stacy Willingham,Fiction
440,The Family Upstairs,"Libby Jones learns the identity of her parents and inherits a London mansion, but this comes with a mystery of multiple murders.",neutral,neutral,THE+FAMILY+UPSTAIRS,"''I swear I didn''t breathe the whole time I was reading it. Gripping, pacy, brilliantly twisty.'' CLARE MACKINTOSH ''Creepy, intricate and utterly immersive- an excellent holiday read.'' GUARDIAN ''A twisty and engrossing story of betrayal and redemption.'' IAN RANKIN ____________________________ FROM THE #1 BESTSELLING AUTHOR OF THEN SHE WAS GONE In a large house in London''s fashionable Chelsea, a baby is awake in her cot. Well-fed and cared for, she is happily waiting for someone to pick her up. In the kitchen lie three decomposing corpses. Close to them is a hastily scrawled note. They''ve been dead for several days. Who has been looking after the baby? And where did they go? Two entangled families. A house with the darkest of secrets. A compulsive new thriller from Lisa Jewell. ____________________________ ''Rich, dark and intricately twisted, this enthralling whodunnit mixes family saga with domestic noir to brilliantly chilling effect.'' RUTH WARE ''You don''t read a Lisa Jewell book, you fall into it. It takes huge talent to establish a whole world in the turn of two pages.'' ERIN KELLY ''I had an unrelentingly pleasurable and thrilling for-God''s-sake-tell-me-what-happened sensation in my stomach for the entire read ... Stupendous!'' RUTH JONES ''Absolutely brilliant. Great characterisation, a fascinating and dark set up and a great conclusion. She''s always great but this is next level stuff.'' SARAH PINBOROUGH ''Few writers of psychological suspense devise such swift, slippery plots; fewer still people their stories with characters so human and complex. Lisa''s Jewell''s The Family Upstairs glitters like a blade and cuts even deeper.'' AJ FINN ''Whenever I pick up a Lisa Jewell novel I know I''m in for a compelling, immersive and unputdownable read and The Family Upstairs is one of her very best'' CL TAYLOR ''I had hoped to save The Family Upstairs for my holiday, but failed miserably ... I was hooked from the first page. I think it''s her best yet and hands down my favourite book so far this year.'' ALICE FEENEY ''Utterly compelling. Deliciously dark and twisty with characters who live on in your head. Lisa Jewell just keeps getting better and better.'' JANE CORRY ''This is my pick of the crop of thrillers out this month ... Lisa Jewell is brilliant at creating a menacing atmosphere and this is almost unbelievably tense at times.'' GOOD HOUSEKEEPING ''It''s absolutely bloody brilliant and I can''t tell you much I wish I''d written it.'' TAMMY COHEN ''It''s SO GOOD!'' INDIA KNIGHT ''I loved The Family Upstairs!'' SARAH JESSICA PARKER ____________________________ Readers are obsessed with The Family Upstairs- ''I read so many books in the crime/mystery genre that it becomes harder to find a book that stands out. This one succeeded!! Hooked from page one'' ''I totally adored this book. All of Lisa Jewell''s books are fabulous, but something about this one is extra special.'' ''Absolutely absorbing ... thoroughly enjoyed it'' ''Kept me captivated from the very beginning ... Definitely worth reading - as long you like reading into the night!'' ''Everything you could wish for in a book. I devoured it.'' ''Wow!!'' ''What a book. Clever would be an understatement. And those last pages left me with chills. The concept had me intrigued and the execution had me captivated. I COULD NOT PUT THIS BOOK DOWN!''",http://books.google.com/books/content?id=Z1n7vQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Lisa Jewell,England
441,The Horsewoman,"As the Paris Olympics draw near, a mother and daughter, who are champion horse riders, compete against each other.",positive,neutral,THE+HORSEWOMAN,"This ""hugely entertaining, riveting page-turner"" (Louise Penny) follows the complicated relationship between mother and daughter as they face off in the Olympics—and into a ride they can barely control. Maggie Atwood and Becky McCabe, mother and daughter, both champion riders, vowed to never, ever, go up against one another. Until the tense, harrowing competitions leading to the Paris Olympics. Mother and daughter share a dream: to be the best horsewoman in the world. Coronado is Maggie’s horse. An absolutely top-tier Belgian warmblood. Sky is Becky’s horse. A small, speedy Dutch warmblood. Only James Patterson could bring you such breakneck speed, hair-raising thrills and spills. Only hall of fame sportswriter Mike Lupica could make it all so real.",http://books.google.com/books/content?id=630sEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,James Patterson,Fiction
442,Seven Girls Gone,"The fourth in the Quinn and Costa thriller series. When women are killed in a small bayou town, a police detective calls in a favor from a friend on the F.B.I.’s Mobile Response Team.",positive,neutral,SEVEN+GIRLS+GONE,"“Set among Louisiana’s swamps and brooding atmosphere, 'Seven Girls Gone' is a complex mystery whose characters are as intriguing as the storyline.” —The Denver Post When nobody will talk and corruption runs deep, turning to outsiders is the only way to make sure women stop disappearing… For three years, women have been going missing—and eventually turning up dead in the small bayou town of St. Augustine, Louisiana. Police detective Beau Hebert is the only one who seems to care, but with every witness quickly silenced and a corrupt police department set on keeping the cases unsolved, Beau’s investigation stalls at every turn. With nobody else to trust, Beau calls in a favor from his friend on the FBI’s Mobile Response Team. While LAPD detective Kara Quinn works undercover to dig into the women’s murders and team leader Matt Costa officially investigates the in-custody death of a witness, Beau might finally have a chance at solving the case. But in a town where everyone knows everyone, talking gets you killed and secrets stay buried, it’s going to take the entire team working around the clock to unravel the truth. Especially when they discover that the deep-seated corruption and the deadly drug-trafficking ring at the center of it all extends far beyond the small-town borders. A Quinn & Costa Thriller Book 1: The Third to Die Book 2: Tell No Lies Book 3: The Wrong Victim Book 4: Seven Girls Gone",http://books.google.com/books/content?id=x7dwEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Allison Brennan,Fiction
443,Iron Flame,The second book in the Empyrean series. Violet Sorrengail’s next round of training might require her to betray the man she loves.,positive,neutral,IRON+FLAME,"Discover the instant #1 New York Times bestseller! Now optioned for TV by Amazon Studios. Accolades for Fourth Wing Amazon Best Books of the Year, #4 • Apple Best Books of the Year 2023 • Barnes & Noble Best Fantasy Book of 2023 (Fourth Wing and Iron Flame) • NPR “Books We Love” 2023 • Audible Best Books of 2023 • Hudson Book of the Year • Google Play Best Books of 2023 • Indigo Best Books of 2023 • Waterstones Book of the Year finalist • Goodreads Choice Award, semi-finalist • Newsweek Staffers’ Favorite Books of 2023 • Paste Magazine's Best Books of 2023 “The first year is when some of us lose our lives. The second year is when the rest of us lose our humanity.” —Xaden Riorson Everyone expected Violet Sorrengail to die during her first year at Basgiath War College—Violet included. But Threshing was only the first impossible test meant to weed out the weak-willed, the unworthy, and the unlucky. Now the real training begins, and Violet’s already wondering how she’ll get through. It’s not just that it’s grueling and maliciously brutal, or even that it’s designed to stretch the riders’ capacity for pain beyond endurance. It’s the new vice commandant, who’s made it his personal mission to teach Violet exactly how powerless she is–unless she betrays the man she loves. Although Violet’s body might be weaker and frailer than everyone else’s, she still has her wits—and a will of iron. And leadership is forgetting the most important lesson Basgiath has taught her: Dragon riders make their own rules. But a determination to survive won’t be enough this year. Because Violet knows the real secret hidden for centuries at Basgiath War College—and nothing, not even dragon fire, may be enough to save them in the end. The Empyrean series is best enjoyed in order. Reading Order: Book #1 Fourth Wing Book #2 Iron Flame",http://books.google.com/books/content?id=xIS9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Rebecca Yarros,Fiction
444,Discipleship on the Edge,The second book in the 6:20 Man series. Travis Devine investigates the murder of the C.I.A. operative Jenny Silkwell in rural Maine.,positive,neutral,THE+EDGE,"Revelation is probably the most read, but least understood book of the Bible. History is replete with examples of how not to interpret it, and books featuring end-of-world prophecy claims based on Revelation consistently top the bestseller lists. But how can the message of such an enigmatic book be applied to our lives today? In Discipleship on the Edge, Darrell W. Johnson drives home the challenging and practical message of Revelation in thirty carefully crafted sermons. Paying careful attention to the original context of Revelation and the circumstances surrounding its composition, Johnson shows that the book is not a ""crystal ball"" but rather a ""discipleship manual."" Thoroughly researched and yet accessible, this collection of sermons is a helpful resource for pastors and small group leaders who are looking for models to help them preach and teach the message of Revelation in a time when there is much confusion about the end times. Darrell W. Johnson serves as Scholar-in-Residence at The Way Church and Canadian Church Leaders Network in Vancouver, British Columbia, Canada. A popular conference and retreat speaker, he has also served as the preaching pastor for a number of congregations in North America and the Philippines, as well as serving as Adjunct Professor of Preaching for the Doctor of Ministry program at Fuller Theological Seminary in Pasadena, California, and a Teaching Fellow at Regent College. His other books include Experiencing the Trinity and Fifty-Seven Words That Change The World.",http://books.google.com/books/content?id=bl-zxKmvQJMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Darrell W. Johnson,Religion
445,Bankrupt Representation and Party System Collapse,The seventh book in the Murderbot Diaries series. The Barish-Estranza corporation might take a colony of humans to use as a free workforce.,positive,neutral,SYSTEM+COLLAPSE,"""Explores the phenomenon of party system collapse through a detailed examination of Venezuela's traumatic party system decay, as well as a comparative analysis of collapse in Bolivia, Colombia, and Argentina and survival in Argentina, India, Uruguay, and Belgium""--Provided by publisher.",http://books.google.com/books/content?id=bVI36d8-qtoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Jana Morgan,Political Science
446,The Little Liar,"The actions of an 11-year-old boy help facilitate the delivery of Jewish residents, including his family, to Auschwitz.",positive,neutral,THE+LITTLE+LIAR,"Beloved bestselling author Mitch Albom returns with a powerful novel that moves from a coastal Greek city during the Holocaust, to America, where the intertwined lives of three survivors are forever changed by the perils of deception and the grace of redemption. Eleven-year-old Nico Krispis never told a lie. When the Nazi’s invade his home in Salonika, Greece, the trustworthy boy is discovered by a German officer, who offers him a chance to save his family. All Nico has to do is convince his fellow Jewish residents to board trains heading to “new homes” where they are promised jobs and safety. Unaware that this is all a cruel ruse, the innocent boy goes to the station platform every day and reassures the passengers that the journey is safe. But when the final train is at the station, Nico sees his family being loaded into a large boxcar crowded with other neighbors. Only after it is too late does Nico discover that he helped send the people he loved—and all the others—to their doom at Auschwitz. Nico never tells the truth again. In The Little Liar, his first novel set during the Holocaust, Mitch Albom interweaves the stories of Nico, his brother Sebastian, and their schoolmate Fanni, who miraculously survive the death camps and spend years searching for Nico, who has become a pathological liar, and the Nazi officer who radically changed their lives. As the decades pass, Albom reveals the consequences of what they said, did, and endured. A moving parable that explores honesty, survival, revenge and devotion, The Little Liar is Mitch Albom at his very best. Narrated by the voice of Truth itself, it is a timeless story about the harm we inflict with our deceits, and the power of love to ultimately redeem us.",http://books.google.com/books/content?id=lzGsEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Mitch Albom,Fiction
447,The Narrow Road Between Desires,Things go awry when Bast accepts a gift.,negative,neutral,THE+NARROW+ROAD+BETWEEN+DESIRES,"#1 New York Times-bestselling phenomenon Patrick Rothfuss returns to the wildly popular Kingkiller Chronicle universe with a stunning reimagining of ""The Lightning Tree."" Expanded to twice its previous length and lavishly illustrated by Nate Taylor, this touching stand-alone story is sure to please new readers and veteran Rothfuss fans alike. Bast knows how to bargain. The give-and-take of a negotiation is as familiar to him as the in-and-out of breathing; to watch him trade is to watch an artist at work. But even a master's brush can slip. When he accepts a gift, taking something for nothing, Bast's whole world is knocked askew, for he knows how to bargain—but not how to owe. From dawn to midnight over the course of a single day, follow the Kingkiller Chronicle's most charming fae as he schemes and sneaks, dancing into trouble and back out again with uncanny grace. The Narrow Road Between Desires is Bast's story. In it he traces the old ways of making and breaking, following his heart even when doing so goes against his better judgement. After all, what good is caution if it keeps him from danger and delight?",http://books.google.com/books/content?id=nVu_EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Patrick Rothfuss,Fiction
448,Resurrection Walk,The seventh book in the Lincoln Lawyer series. Haller and Bosch team up to prove the innocence of a woman in prison for killing her husband.,positive,neutral,RESURRECTION+WALK,"From #1 bestselling author Michael Connelly: Lincoln Lawyer Mickey Haller enlists the help of his half-brother, Harry Bosch, to prove the innocence of a woman convicted of killing her husband.",http://books.google.com/books/content?id=MhCmzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Michael Connelly, 
449,My Name Is Barbra,The EGOT winner chronicles her journey in show business and reveals details about some of her personal relationships.,positive,neutral,MY+NAME+IS+BARBRA,"The long-awaited memoir by the superstar of stage, screen, recordings, and television PLEASE NOTE The E-book edition features additional photographs that are exclusive to the E-book. Barbra Streisand is by any account a living legend, a woman who in a career spanning six decades has excelled in every area of entertainment. She is among the handful of EGOT winners (Emmy, Grammy, Oscar, and Tony) and has one of the greatest and most recognizable voices in the history of popular music. She has been nominated for a Grammy 46 times, and with Yentl she became the first woman to write, produce, direct, and star in a major motion picture. In My Name Is Barbra, she tells her own story about her life and extraordinary career, from growing up in Brooklyn to her first star-making appearances in New York nightclubs to her breakout performance in Funny Girl (musical and film) to the long string of successes in every medium in the years that followed. The book is, like Barbra herself, frank, funny, opinionated, and charming. She recounts her early struggles to become an actress, eventually turning to singing to earn a living; the recording of some of her acclaimed albums; the years of effort involved in making Yentl; her direction of The Prince of Tides; her friendships with figures ranging from Marlon Brando to Madeleine Albright; her political advocacy; and the fulfillment she’s found in her marriage to James Brolin. No entertainer’s memoir has been more anticipated than Barbra Streisand’s, and this engrossing and delightful book will be eagerly welcomed by her millions of fans.",http://books.google.com/books/content?id=pXOqEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Barbra Streisand,Biography & Autobiography
450,My Effin' Life,The musician known for his work with the band Rush chronicles his life as the child of Holocaust survivors and his time in the limelight.,positive,neutral,MY+EFFIN'+LIFE,"The long-awaited memoir, generously illustrated with never-before-seen photos, from the iconic Rock and Roll Hall of Famer, Rush bassist, and New York Times bestselling author of Geddy Lee's Big Beautiful Book of Bass. Geddy Lee is one of rock and roll's most respected bassists. For nearly five decades, his playing and work as co-writer, vocalist and keyboardist has been an essential part of the success story of Canadian progressive rock trio Rush. Here for the first time is his account of life inside and outside the band. Long before Rush accumulated more consecutive gold and platinum records than any rock band after the Beatles and the Rolling Stones, before the seven Grammy nominations or the countless electrifying live performances across the globe, Geddy Lee was Gershon Eliezer Weinrib, after his grandfather was murdered in the Holocaust. As he recounts the transformation, Lee looks back on his family, in particular his loving parents and their horrific experiences as teenagers during World War II. He talks candidly about his childhood and the pursuit of music that led him to drop out of high school. He tracks the history of Rush which, after early struggles, exploded into one of the most beloved bands of all time. He shares intimate stories of his lifelong friendships with bandmates Alex Lifeson and Neil Peart—deeply mourning Peart’s recent passing—and reveals his obsessions in music and beyond. This rich brew of honesty, humor, and loss makes for a uniquely poignant memoir.",http://books.google.com/books/content?id=jvGWEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Geddy Lee,Biography & Autobiography
